"DT_GERACAO";"HH_GERACAO";"AA_ELEICAO";"DT_ELEICAO";"DS_ELEICAO";"NR_TURNO";"SG_UF";"CD_MUNICIPIO";"NM_MUNICIPIO";"NR_ZONA";"NR_SECAO";"CD_TIPO_SECAO_AGREGADA";"DS_TIPO_SECAO_AGREGADA";"NR_SECAO_PRINCIPAL";"NR_LOCAL_VOTACAO";"NM_LOCAL_VOTACAO";"CD_TIPO_LOCAL";"DS_TIPO_LOCAL";"DS_ENDERECO";"NM_BAIRRO";"NR_CEP";"NR_TELEFONE_LOCAL";"NR_LATITUDE";"NR_LONGITUDE";"CD_SITU_LOCAL_VOTACAO";"DS_SITU_LOCAL_VOTACAO";"CD_SITU_ZONA";"DS_SITU_ZONA";"CD_SITU_SECAO";"DS_SITU_SECAO";"CD_SITU_LOCALIDADE";"DS_SITU_LOCALIDADE";"CD_SITU_SECAO_ACESSIBILIDADE";"DS_SITU_SECAO_ACESSIBILIDADE";"QT_ELEITOR_SECAO";"QT_ELEITOR_ELEICAO_FEDERAL";"QT_ELEITOR_ELEICAO_ESTADUAL";"QT_ELEITOR_ELEICAO_MUNICIPAL";"NR_LOCAL_VOTACAO_ORIGINAL";"NM_LOCAL_VOTACAO_ORIGINAL";"DS_ENDERECO_LOCVT_ORIGINAL"
"13/08/2026";"06:29:08";2026;"04/10/2026";"1º Turno";1;"ZZ";"30635";"TORONTO";1;3171;1;"Principal";-1;1066;"YMCA CENTRE";1;"Convencional";"20 GROSVENOR ST, TORONTO, ON";"CANADA";"11111111";"-1";"-1";"-1";1;"ATIVO";-1;"ATIVO";1;"ATIVO";1;"Ativo";"1";"Com acessibilidade";398;773;0;0;1066;"YMCA CENTRE";"20 GROSVENOR ST, TORONTO, ON"
"13/08/2026";"06:29:08";2026;"04/10/2026";"1º Turno";1;"ZZ";"30120";"MILÃO";1;428;1;"Principal";-1;1040;"SELEXI TEST CENTER";1;"Convencional";"VIA DEI VALTORTA, 48, 20127, MILÃO (MI), ITÁLIA";"CENTRO";"11111111";"-1";"-1";"-1";1;"ATIVO";-1;"ATIVO";1;"ATIVO";1;"Ativo";"1";"Com acessibilidade";256;654;0;0;1040;"SELEXI TEST CENTER";"VIA DEI VALTORTA, 48, 20127, MILÃO (MI), ITÁLIA"
"13/08/2026";"06:29:08";2026;"04/10/2026";"1º Turno";1;"ZZ";"29700";"GENEBRA";1;1926;2;"Agregada";1913;1015;"PALEXPO";1;"Convencional";"ROUTE FRANÇOIS-PEYROT 30 (1218) LE GRAND-SACONNEX, GENEVE";"SUÍÇA";"11111111";"-1";"-1";"-1";1;"ATIVO";-1;"ATIVO";1;"ATIVO";1;"Ativo";"1";"Com acessibilidade";396;0;0;0;1015;"PALEXPO";"ROUTE FRANÇOIS-PEYROT 30 (1218) LE GRAND-SACONNEX, GENEVE"
"13/08/2026";"06:29:08";2026;"04/10/2026";"1º Turno";1;"ZZ";"99490";"ORLANDO";1;3056;2;"Agregada";3582;1015;"OSCEOLA HERITAGE PARK";1;"Convencional";"1875 SILVER SPUR LN, KISSIMMEE, FL 34744";"CENTRO";"11111111";"-1";"-1";"-1";1;"ATIVO";-1;"ATIVO";1;"ATIVO";1;"Ativo";"1";"Com acessibilidade";399;0;0;0;1031;"OSCEOLA HERITAGE PARK";"1875 SILVER SPUR LN, KISSIMMEE, FL 34744"
"13/08/2026";"06:29:08";2026;"04/10/2026";"1º Turno";1;"ZZ";"29742";"HAMAMATSU";1;3228;2;"Agregada";1740;1015;"HAMAMATSU ACT CITY - EXHIBITION AND EVENT HALL";1;"Convencional";"3 CHOME 12-1 CHUO CHUO-KU HAMAMATSU SHIZUOKA";"JAPÃO";"04300916";"-1";"-1";"-1";1;"ATIVO";-1;"ATIVO";1;"ATIVO";1;"Ativo";"1";"Com acessibilidade";399;0;0;0;1023;"HAMAMATSU ACT CITY - EXHIBITION AND EVENT HALL";"3 CHOME 12-1 CHUO CHUO-KU HAMAMATSU SHIZUOKA"
"13/08/2026";"06:29:08";2026;"04/10/2026";"1º Turno";1;"ZZ";"30066";"MADRI";1;16;1;"Principal";-1;1023;"COLÉGIO BLANCA DE CASTILLA";1;"Convencional";"PASEO DE EDUARDO DATO, 2, MADRI";"ESPANHA";"11111111";"-1";"-1";"-1";1;"ATIVO";-1;"ATIVO";1;"ATIVO";1;"Ativo";"1";"Com acessibilidade";399;799;0;0;1023;"COLÉGIO BLANCA DE CASTILLA";"PASEO DE EDUARDO DATO, 2, MADRI"
"13/08/2026";"06:29:08";2026;"04/10/2026";"1º Turno";1;"ZZ";"30180";"MUNIQUE";1;120;1;"Principal";-1;1031;"DEUTSCH MEISTERSCHULE FÜR MODE (ESCOLA ALEMÃ DE MODA)";1;"Convencional";"SENDLINGER-TOR-PLATZ 14. 80336 MÜNCHEN";"ALEMANHA";"11111111";"-1";"-1";"-1";1;"ATIVO";-1;"ATIVO";1;"ATIVO";1;"Ativo";"1";"Com acessibilidade";258;658;0;0;1031;"DEUTSCH MEISTERSCHULE FÜR MODE (ESCOLA ALEMÃ DE MODA)";"SENDLINGER-TOR-PLATZ 14. 80336 MÜNCHEN"
"13/08/2026";"06:29:08";2026;"04/10/2026";"1º Turno";1;"ZZ";"30228";"NOVA YORK";1;3566;2;"Agregada";316;1082;"QUEENS COLLEGE";1;"Convencional";"65-30 KISSENA BLVD, FLUSHING, NY 11367";"CENTRO";"11111111";"-1";"-1";"-1";1;"ATIVO";-1;"ATIVO";1;"ATIVO";1;"Ativo";"1";"Com acessibilidade";400;0;0;0;1112;"QUEENS COLLEGE";"65-30 KISSENA BLVD, FLUSHING, NY 11367"
"13/08/2026";"06:29:08";2026;"04/10/2026";"1º Turno";1;"ZZ";"30287";"PARIS";1;830;2;"Agregada";797;1066;"ESPACE VINCI";1;"Convencional";"25 RUE DES JEUNEURS, 75002 PARIS";"CENTRO";"11111111";"-1";"-1";"-1";1;"ATIVO";-1;"ATIVO";1;"ATIVO";1;"Ativo";"1";"Com acessibilidade";400;0;0;0;1066;"ESPACE VINCI";"25 RUE DES JEUNEURS, 75002 PARIS"
"13/08/2026";"06:29:08";2026;"04/10/2026";"1º Turno";1;"ZZ";"29351";"BARCELONA";1;3076;2;"Agregada";1567;1015;"SEMINARI CONCILIAR DE BARCELONA";1;"Convencional";"CARRER DE LA DIPUTACIÓ, 231, EIXAMPLE, 08007, BARCELONA";"ESPANHA";"11111111";"-1";"-1";"-1";1;"ATIVO";-1;"ATIVO";1;"ATIVO";1;"Ativo";"1";"Com acessibilidade";400;0;0;0;1015;"SEMINARI CONCILIAR DE BARCELONA";"CARRER DE LA DIPUTACIÓ, 231, EIXAMPLE, 08007, BARCELONA"
"13/08/2026";"06:29:08";2026;"04/10/2026";"1º Turno";1;"ZZ";"30341";"PORTO";1;3714;2;"Agregada";1877;1015;"INSTITUTO SUPERIOR DE ENGENHARIA DO PORTO - ISEP";1;"Convencional";"BL F - RUA DR. ANTÓNIO BERNARDINO DE ALMEIDA 431 BL H RUA DE SÃO TOMÉ";"PORTUGAL";"11111111";"-1";"-1";"-1";1;"ATIVO";-1;"ATIVO";1;"ATIVO";1;"Ativo";"1";"Com acessibilidade";399;0;0;0;1015;"INSTITUTO SUPERIOR DE ENGENHARIA DO PORTO - ISEP";"BL F - RUA DR. ANTÓNIO BERNARDINO DE ALMEIDA 431 BL H RUA DE SÃO TOMÉ"
"13/08/2026";"06:29:08";2026;"04/10/2026";"1º Turno";1;"ZZ";"29467";"BUENOS AIRES";1;2960;2;"Agregada";633;1015;"EMBAIXADA DO BRASIL EM BUENOS AIRES";1;"Convencional";"CERRITO, 1350, BUENOS AIRES, ARGENTINA";"ARGENTINA";"11111111";"-1";"-1";"-1";1;"ATIVO";-1;"ATIVO";1;"ATIVO";1;"Ativo";"1";"Com acessibilidade";396;0;0;0;1015;"EMBAIXADA DO BRASIL EM BUENOS AIRES";"CERRITO, 1350, BUENOS AIRES, ARGENTINA"
"13/08/2026";"06:29:08";2026;"04/10/2026";"1º Turno";1;"ZZ";"29955";"LISBOA";1;3694;2;"Agregada";639;1031;"UNIVERSIDADE DE LISBOA (REITORIA, FACULDADE DE DIREITO, FACULDADE DE L";1;"Convencional";"ALAMEDA DA UNIVERSIDADE, CIDADE UNIVERSITÁRIA, 1649-014 LISBOA";"PORTUGAL";"11111111";"-1";"-1";"-1";1;"ATIVO";-1;"ATIVO";1;"ATIVO";1;"Ativo";"1";"Com acessibilidade";399;0;0;0;1120;"UNIVERSIDADE DE LISBOA (REITORIA, FACULDADE DE DIREITO, FACULDADE DE L";"ALAMEDA DA UNIVERSIDADE, CIDADE UNIVERSITÁRIA, 1649-014 LISBOA"
"13/08/2026";"06:29:08";2026;"04/10/2026";"1º Turno";1;"ZZ";"30783";"WASHINGTON";1;1188;2;"Agregada";969;1031;"CAPITAL HILTON (HOTEL)";1;"Convencional";"1001 16TH STREET NW, WASHINGTON DC, 20036, ESTADOS UNIDOS";"ESTADOS UNIDOS";"11111111";"-1";"-1";"-1";1;"ATIVO";-1;"ATIVO";1;"ATIVO";1;"Ativo";"1";"Com acessibilidade";234;0;0;0;1031;"CAPITAL HILTON (HOTEL)";"1001 16TH STREET NW, WASHINGTON DC, 20036, ESTADOS UNIDOS"
"13/08/2026";"06:29:08";2026;"04/10/2026";"1º Turno";1;"ZZ";"29980";"LOS ANGELES";1;3342;2;"Agregada";862;1023;"VETERAN'S PARK";1;"Convencional";"4117 OVERLAND AVE";"ESTADOS UNIDOS";"11111111";"-1";"-1";"-1";1;"ATIVO";-1;"ATIVO";1;"ATIVO";1;"Ativo";"1";"Com acessibilidade";367;0;0;0;1120;"VETERAN'S PARK";"4117 OVERLAND AVE"
"13/08/2026";"06:29:08";2026;"04/10/2026";"1º Turno";1;"ZZ";"30066";"MADRI";1;1998;2;"Agregada";20;1023;"COLÉGIO BLANCA DE CASTILLA";1;"Convencional";"PASEO DE EDUARDO DATO, 2, MADRI";"ESPANHA";"11111111";"-1";"-1";"-1";1;"ATIVO";-1;"ATIVO";1;"ATIVO";1;"Ativo";"1";"Com acessibilidade";400;0;0;0;1023;"COLÉGIO BLANCA DE CASTILLA";"PASEO DE EDUARDO DATO, 2, MADRI"
"13/08/2026";"06:29:08";2026;"04/10/2026";"1º Turno";1;"ZZ";"29386";"BERLIM";1;1722;2;"Agregada";1716;1015;"EMBAIXADA DO BRASIL EM BERLIM";1;"Convencional";"WALLSTRASSE 57 - 10179 BERLIM - ALEMANHA";"ALEMANHA";"11111111";"-1";"-1";"-1";1;"ATIVO";-1;"ATIVO";1;"ATIVO";1;"Ativo";"1";"Com acessibilidade";399;0;0;0;1015;"EMBAIXADA DO BRASIL EM BERLIM";"WALLSTRASSE 57 - 10179 BERLIM - ALEMANHA"
"13/08/2026";"06:29:08";2026;"04/10/2026";"1º Turno";1;"ZZ";"29416";"BOSTON";1;3375;2;"Agregada";1142;1090;"ST TARCISUS PARISH";1;"Convencional";"562 WAVERLY ST, FRAMINGHAM, MA 01702";"CENTRO";"11111111";"-1";"-1";"-1";1;"ATIVO";-1;"ATIVO";1;"ATIVO";1;"Ativo";"1";"Com acessibilidade";396;0;0;0;1171;"ST TARCISUS PARISH";"562 WAVERLY ST, FRAMINGHAM, MA 01702"
"13/08/2026";"06:29:08";2026;"04/10/2026";"1º Turno";1;"ZZ";"29971";"LONDRES";1;1663;2;"Agregada";1662;1015;"WEST LONDON COLLEGE";1;"Convencional";"9 GLIDDON RD, HAMMERSMITH, LONDON W14 9BL";"INGLATERRA";"11111111";"-1";"-1";"-1";1;"ATIVO";-1;"ATIVO";1;"ATIVO";1;"Ativo";"1";"Com acessibilidade";400;0;0;0;1015;"WEST LONDON COLLEGE";"9 GLIDDON RD, HAMMERSMITH, LONDON W14 9BL"
"13/08/2026";"06:29:08";2026;"04/10/2026";"1º Turno";1;"ZZ";"29467";"BUENOS AIRES";1;3214;2;"Agregada";507;1015;"EMBAIXADA DO BRASIL EM BUENOS AIRES";1;"Convencional";"CERRITO, 1350, BUENOS AIRES, ARGENTINA";"ARGENTINA";"11111111";"-1";"-1";"-1";1;"ATIVO";-1;"ATIVO";1;"ATIVO";1;"Ativo";"1";"Com acessibilidade";397;0;0;0;1015;"EMBAIXADA DO BRASIL EM BUENOS AIRES";"CERRITO, 1350, BUENOS AIRES, ARGENTINA"
"13/08/2026";"06:29:08";2026;"04/10/2026";"1º Turno";1;"ZZ";"30155";"MONTREAL";1;3263;2;"Agregada";259;1023;"DAWSON COLLEGE (PRÉ-UNIVERSIDADE)";1;"Convencional";"3040 SHERBROOKE ST W, MONTREAL, QUEBEC H3Z 1Z2";"CANADA";"11111111";"-1";"-1";"-1";1;"ATIVO";-1;"ATIVO";1;"ATIVO";1;"Ativo";"1";"Com acessibilidade";397;0;0;0;1023;"DAWSON COLLEGE (PRÉ-UNIVERSIDADE)";"3040 SHERBROOKE ST W, MONTREAL, QUEBEC H3Z 1Z2"
"13/08/2026";"06:29:08";2026;"04/10/2026";"1º Turno";1;"ZZ";"30961";"FARO";1;711;2;"Agregada";697;1015;"CONSULADO-GERAL DO BRASIL EM FARO";1;"Convencional";"LARGO DOM MARCELINO FRANCO, 2";"PORTUGAL";"00000000";"-1";"-1";"-1";1;"ATIVO";-1;"ATIVO";1;"ATIVO";1;"Ativo";"1";"Com acessibilidade";399;0;0;0;1015;"CONSULADO-GERAL DO BRASIL EM FARO";"LARGO DOM MARCELINO FRANCO, 2"
"13/08/2026";"06:29:08";2026;"04/10/2026";"1º Turno";1;"ZZ";"29491";"CAMBERRA";1;3639;2;"Agregada";735;1015;"EMBAIXADA EM CAMBERRA";1;"Convencional";"19 FORSTER CRESCENT, YARRALUMLA, CAMBERRA, ACT 2600 AUSTRALIA";"AUSTRÁLIA";"11111111";"-1";"-1";"-1";1;"ATIVO";-1;"ATIVO";1;"ATIVO";1;"Ativo";"1";"Com acessibilidade";144;0;0;0;1139;"EMBAIXADA EM CAMBERRA";"19 FORSTER CRESCENT, YARRALUMLA, CAMBERRA, ACT 2600 AUSTRALIA"
"13/08/2026";"06:29:08";2026;"04/10/2026";"1º Turno";1;"ZZ";"30341";"PORTO";1;3814;2;"Agregada";1859;1015;"INSTITUTO SUPERIOR DE ENGENHARIA DO PORTO - ISEP";1;"Convencional";"BL F - RUA DR. ANTÓNIO BERNARDINO DE ALMEIDA 431 BL H RUA DE SÃO TOMÉ";"PORTUGAL";"11111111";"351226084070";"-1";"-1";1;"ATIVO";-1;"ATIVO";1;"ATIVO";1;"Ativo";"1";"Com acessibilidade";400;0;0;0;1050;"INSTITUTO SUPERIOR DE ENGENHARIA DO PORTO - ISEP";"BL F - RUA DR. ANTÓNIO BERNARDINO DE ALMEIDA 431 BL H RUA DE SÃO TOMÉ"
"13/08/2026";"06:29:08";2026;"04/10/2026";"1º Turno";1;"ZZ";"30392";"QUITO";1;1498;2;"Agregada";378;1015;"EMBAIXADA DO BRASIL EM QUITO";1;"Convencional";"AV AMAZONAS N39-123 JOSÉ ARÍZAGA - EDF AMAZONAS PLAZA PISO 7, QUITO";"EQUADOR";"11111111";"-1";"-1";"-1";1;"ATIVO";-1;"ATIVO";1;"ATIVO";1;"Ativo";"1";"Com acessibilidade";13;0;0;0;1040;"EMBAIXADA DO BRASIL EM QUITO";"AV AMAZONAS 39-123 Y JOSE ARIZAGA EDF AMAZONAS PLAZA PISO 7 QUITO"
"13/08/2026";"06:29:08";2026;"04/10/2026";"1º Turno";1;"ZZ";"30287";"PARIS";1;1104;2;"Agregada";793;1066;"ESPACE VINCI";1;"Convencional";"25 RUE DES JEUNEURS, 75002 PARIS";"CENTRO";"11111111";"-1";"-1";"-1";1;"ATIVO";-1;"ATIVO";1;"ATIVO";1;"Ativo";"1";"Com acessibilidade";400;0;0;0;1066;"ESPACE VINCI";"25 RUE DES JEUNEURS, 75002 PARIS"
"13/08/2026";"06:29:08";2026;"04/10/2026";"1º Turno";1;"ZZ";"30104";"MEXICO";1;1309;2;"Agregada";208;1040;"CONSULADO-GERAL DO BRASIL NO MÉXICO";1;"Convencional";"AVENIDA DE LAS PALMAS, 405 - SALA 902 LOMAS DE CHAPULTEPEC, CIDADE DO";"MÉXICO";"00011550";"111111";"-1";"-1";1;"ATIVO";-1;"ATIVO";1;"ATIVO";1;"Ativo";"1";"Com acessibilidade";62;0;0;0;1104;"CONSULADO-GERAL DO BRASIL NO MÉXICO";"AVENIDA DE LAS PALMAS, 405 - SALA 902 LOMAS DE CHAPULTEPEC, CIDADE DO"
"13/08/2026";"06:29:08";2026;"04/10/2026";"1º Turno";1;"ZZ";"39063";"VANCOUVER";1;2943;1;"Principal";-1;1031;"PINNACLE HOTEL HARBOURFRONT";1;"Convencional";"1133 W HASTINGS ST, VANCOUVER, BC V6E 3T3";"CANADA";"11111111";"-1";"-1";"-1";1;"ATIVO";-1;"ATIVO";1;"ATIVO";1;"Ativo";"1";"Com acessibilidade";398;745;0;0;1031;"PINNACLE HOTEL HARBOURFRONT";"1133 W HASTINGS ST, VANCOUVER, BC V6E 3T3"
"13/08/2026";"06:29:08";2026;"04/10/2026";"1º Turno";1;"ZZ";"29416";"BOSTON";1;3372;1;"Principal";-1;1090;"ST TARCISUS PARISH";1;"Convencional";"562 WAVERLY ST, FRAMINGHAM, MA 01702";"CENTRO";"11111111";"-1";"-1";"-1";1;"ATIVO";-1;"ATIVO";1;"ATIVO";1;"Ativo";"1";"Com acessibilidade";396;794;0;0;1090;"ST TARCISUS PARISH";"562 WAVERLY ST, FRAMINGHAM, MA 01702"
"13/08/2026";"06:29:08";2026;"04/10/2026";"1º Turno";1;"ZZ";"30481";"SANTIAGO";1;1515;2;"Agregada";406;1015;"HOTEL RADISSON BLU PLAZA EL BOSQUE SANTIAGO";1;"Convencional";"AVENIDA MANQUEHUE NORTE, 656, LAS CONDES, SANTIAGO, CHILE";"CENTRO";"11111111";"-1";"-1";"-1";1;"ATIVO";-1;"ATIVO";1;"ATIVO";1;"Ativo";"1";"Com acessibilidade";357;0;0;0;1015;"HOTEL RADISSON BLU PLAZA EL BOSQUE SANTIAGO";"AVENIDA MANQUEHUE NORTE, 656, LAS CONDES, SANTIAGO, CHILE"
"13/08/2026";"06:29:08";2026;"04/10/2026";"1º Turno";1;"ZZ";"29289";"AMÃ";1;1933;2;"Agregada";1932;1015;"EMBAIXADA DO BRASIL EM AMÃ";1;"Convencional";"17, SULEIMAN YOUSIF SUKKAR ST, ABDOUN, AMÃ, REINO HAXEMITA DA JORDÂNIA";"JORDÂNIA";"11111111";"-1";"-1";"-1";1;"ATIVO";-1;"ATIVO";1;"ATIVO";1;"Ativo";"1";"Com acessibilidade";373;0;0;0;1015;"EMBAIXADA DO BRASIL EM AMÃ";"17, SULEIMAN YOUSIF SUKKAR ST, ABDOUN, AMÃ, REINO HAXEMITA DA JORDÂNIA"
"13/08/2026";"06:29:08";2026;"04/10/2026";"1º Turno";1;"ZZ";"30180";"MUNIQUE";1;3700;2;"Agregada";104;1031;"DEUTSCH MEISTERSCHULE FÜR MODE (ESCOLA ALEMÃ DE MODA)";1;"Convencional";"SENDLINGER-TOR-PLATZ 14. 80336 MÜNCHEN";"ALEMANHA";"11111111";"-1";"-1";"-1";1;"ATIVO";-1;"ATIVO";1;"ATIVO";1;"Ativo";"1";"Com acessibilidade";395;0;0;0;1040;"DEUTSCH MEISTERSCHULE FÜR MODE (ESCOLA ALEMÃ DE MODA)";"SENDLINGER-TOR-PLATZ 14. 80336 MÜNCHEN."
"13/08/2026";"06:29:08";2026;"04/10/2026";"1º Turno";1;"ZZ";"29955";"LISBOA";1;3883;2;"Agregada";542;1031;"UNIVERSIDADE DE LISBOA (REITORIA, FACULDADE DE DIREITO, FACULDADE DE L";1;"Convencional";"ALAMEDA DA UNIVERSIDADE, CIDADE UNIVERSITÁRIA, 1649-014 LISBOA";"PORTUGAL";"11111111";"-1";"-1";"-1";1;"ATIVO";-1;"ATIVO";1;"ATIVO";1;"Ativo";"1";"Com acessibilidade";400;0;0;0;1120;"UNIVERSIDADE DE LISBOA (REITORIA, FACULDADE DE DIREITO, FACULDADE DE L";"ALAMEDA DA UNIVERSIDADE, CIDADE UNIVERSITÁRIA, 1649-014 LISBOA"
"13/08/2026";"06:29:08";2026;"04/10/2026";"1º Turno";1;"ZZ";"29351";"BARCELONA";1;3489;2;"Agregada";1563;1015;"SEMINARI CONCILIAR DE BARCELONA";1;"Convencional";"CARRER DE LA DIPUTACIÓ, 231, EIXAMPLE, 08007, BARCELONA";"ESPANHA";"11111111";"-1";"-1";"-1";1;"ATIVO";-1;"ATIVO";1;"ATIVO";1;"Ativo";"1";"Com acessibilidade";399;0;0;0;1015;"SEMINARI CONCILIAR DE BARCELONA";"CARRER DE LA DIPUTACIÓ, 231, EIXAMPLE, 08007, BARCELONA"
"13/08/2026";"06:29:08";2026;"04/10/2026";"1º Turno";1;"ZZ";"29416";"BOSTON";1;3853;2;"Agregada";39;1023;"SALEMWOOD SCHOOL";1;"Convencional";"529 SALEM ST, MALDEN, MA 02148";"CENTRO";"11111111";"-1";"-1";"-1";1;"ATIVO";-1;"ATIVO";1;"ATIVO";1;"Ativo";"1";"Com acessibilidade";397;0;0;0;1023;"SALEMWOOD SCHOOL";"529 SALEM ST, MALDEN, MA 02148"
"13/08/2026";"06:29:08";2026;"04/10/2026";"1º Turno";1;"ZZ";"30120";"MILÃO";1;2936;2;"Agregada";425;1040;"SELEXI TEST CENTER";1;"Convencional";"VIA DEI VALTORTA, 48, 20127, MILÃO (MI), ITÁLIA";"CENTRO";"11111111";"-1";"-1";"-1";1;"ATIVO";-1;"ATIVO";1;"ATIVO";1;"Ativo";"1";"Com acessibilidade";400;0;0;0;1139;"SELEXI TEST CENTER";"VIA DEI VALTORTA, 48, 20127, MILÃO (MI), ITÁLIA"
"13/08/2026";"06:29:08";2026;"04/10/2026";"1º Turno";1;"ZZ";"30627";"TÓQUIO";1;1809;2;"Agregada";1779;1023;"ARIAKE CENTRAL TOWER";1;"Convencional";"135-0063, TOKYO-TO, KOTO-KU, ARIAKE 3-7-18,  3O E 4O ANDAR";"CENTRO";"01690072";"-1";"-1";"-1";1;"ATIVO";-1;"ATIVO";1;"ATIVO";1;"Ativo";"1";"Com acessibilidade";331;0;0;0;1228;"ARIAKE CENTRAL TOWER";"135-0063, TOKYO-TO, KOTO-KU, ARIAKE 3-7-18,  3O E 4O ANDAR"
"13/08/2026";"06:29:08";2026;"04/10/2026";"1º Turno";1;"ZZ";"30120";"MILÃO";1;470;2;"Agregada";442;1040;"SELEXI TEST CENTER";1;"Convencional";"VIA DEI VALTORTA, 48, 20127, MILÃO (MI), ITÁLIA";"CENTRO";"11111111";"-1";"-1";"-1";1;"ATIVO";-1;"ATIVO";1;"ATIVO";1;"Ativo";"1";"Com acessibilidade";395;0;0;0;1090;"SELEXI TEST CENTER";"VIA DEI VALTORTA, 48, 20127, MILÃO (MI), ITÁLIA"
"13/08/2026";"06:29:08";2026;"04/10/2026";"1º Turno";1;"ZZ";"30228";"NOVA YORK";1;1243;2;"Agregada";315;1082;"QUEENS COLLEGE";1;"Convencional";"65-30 KISSENA BLVD, FLUSHING, NY 11367";"CENTRO";"11111111";"-1";"-1";"-1";1;"ATIVO";-1;"ATIVO";1;"ATIVO";1;"Ativo";"1";"Com acessibilidade";409;0;0;0;1120;"QUEENS COLLEGE";"65-30 KISSENA BLVD, FLUSHING, NY 11367"
"13/08/2026";"06:29:08";2026;"04/10/2026";"1º Turno";1;"ZZ";"29955";"LISBOA";1;641;2;"Agregada";3545;1080;"UNIVERSIDADE DE LISBOA (REITORIA, FACULDADE DE DIREITO, FACULDADE DE L";1;"Convencional";"ALAMEDA DA UNIVERSIDADE, CIDADE UNIVERSITÁRIA, 1649-014 LISBOA";"PORTUGAL";"11111111";"-1";"-1";"-1";1;"ATIVO";-1;"ATIVO";1;"ATIVO";1;"Ativo";"1";"Com acessibilidade";396;0;0;0;1082;"UNIVERSIDADE DE LISBOA (REITORIA, FACULDADE DE DIREITO, FACULDADE DE L";"ALAMEDA DA UNIVERSIDADE, CIDADE UNIVERSITÁRIA, 1649-014 LISBOA"
"13/08/2026";"06:29:08";2026;"04/10/2026";"1º Turno";1;"ZZ";"30449";"ROMA";1;3616;2;"Agregada";851;1015;"EMBAIXADA DO BRASIL EM ROMA";1;"Convencional";"PIAZZA NAVONA 14, ROMA, ITÁLIA";"ITÁLIA";"11111111";"-1";"-1";"-1";1;"ATIVO";-1;"ATIVO";1;"ATIVO";1;"Ativo";"1";"Com acessibilidade";327;0;0;0;1066;"EMBAIXADA DO BRASIL EM ROMA";"PIAZZA NAVONA 14, ROMA, ITÁLIA"
"13/08/2026";"06:29:08";2026;"04/10/2026";"1º Turno";1;"ZZ";"29955";"LISBOA";1;3818;2;"Agregada";599;1031;"UNIVERSIDADE DE LISBOA (REITORIA, FACULDADE DE DIREITO, FACULDADE DE L";1;"Convencional";"ALAMEDA DA UNIVERSIDADE, CIDADE UNIVERSITÁRIA, 1649-014 LISBOA";"PORTUGAL";"11111111";"-1";"-1";"-1";1;"ATIVO";-1;"ATIVO";1;"ATIVO";1;"Ativo";"1";"Com acessibilidade";400;0;0;0;1120;"UNIVERSIDADE DE LISBOA (REITORIA, FACULDADE DE DIREITO, FACULDADE DE L";"ALAMEDA DA UNIVERSIDADE, CIDADE UNIVERSITÁRIA, 1649-014 LISBOA"
"13/08/2026";"06:29:08";2026;"04/10/2026";"1º Turno";1;"ZZ";"29688";"ESTOCOLMO";1;1845;1;"Principal";-1;1015;"STOCKHOLMS UNIVERSITET. AULA MAGNA CONFERENCE FACILITY";1;"Convencional";"FRESCATIVAGEN 6 (TAXI ENTRANCE) / UNIVERSITETSGANGEN 11 (MAIN ENTRANCE";"EMBAIXADA DO BRASIL EM ESTOCOLMO";"11111111";"-1";"-1";"-1";1;"ATIVO";-1;"ATIVO";1;"ATIVO";1;"Ativo";"1";"Com acessibilidade";379;769;0;0;1015;"STOCKHOLMS UNIVERSITET. AULA MAGNA CONFERENCE FACILITY";"FRESCATIVAGEN 6 (TAXI ENTRANCE) / UNIVERSITETSGANGEN 11 (MAIN ENTRANCE"
"13/08/2026";"06:29:08";2026;"04/10/2026";"1º Turno";1;"ZZ";"39080";"ATLANTA";1;650;1;"Principal";-1;1015;"EAGLES ARENA";1;"Convencional";"6616 NEW PEACHTREE RD, DORAVILLE, GA - 30340";"ATLANTA";"11111111";"-1";"-1";"-1";1;"ATIVO";-1;"ATIVO";1;"ATIVO";1;"Ativo";"1";"Com acessibilidade";394;788;0;0;1015;"EAGLES ARENA";"6616 NEW PEACHTREE RD, DORAVILLE, GA - 30340"
"13/08/2026";"06:29:08";2026;"04/10/2026";"1º Turno";1;"ZZ";"30627";"TÓQUIO";1;1774;1;"Principal";-1;1023;"ARIAKE CENTRAL TOWER";1;"Convencional";"135-0063, TOKYO-TO, KOTO-KU, ARIAKE 3-7-18,  3O E 4O ANDAR";"CENTRO";"01690072";"-1";"-1";"-1";1;"ATIVO";-1;"ATIVO";1;"ATIVO";1;"Ativo";"1";"Com acessibilidade";281;612;0;0;1023;"ARIAKE CENTRAL TOWER";"135-0063, TOKYO-TO, KOTO-KU, ARIAKE 3-7-18,  3O E 4O ANDAR"
"13/08/2026";"06:29:08";2026;"04/10/2026";"1º Turno";1;"ZZ";"30902";"HARTFORD";1;2958;1;"Principal";-1;1015;"CONSULADO-GERAL EM HARTFORD";1;"Convencional";"ONE CONSTITUTION PLAZA, HARTFORD, CT 06103";"ESTADOS UNIDOS";"11111111";"111111111111";"-1";"-1";1;"ATIVO";-1;"ATIVO";1;"ATIVO";1;"Ativo";"1";"Com acessibilidade";399;799;0;0;1015;"CONSULADO-GERAL EM HARTFORD";"ONE CONSTITUTION PLAZA, HARTFORD, CT 06103"
